id,rank,fund_code,fund_name,date,net_value,accumulated_net_value,daily_growth_rate,weekly_growth_rate,monthly_1_growth_rate,monthly_3_growth_rate,monthly_6_growth_rate,yearly_1_growth_rate,yearly_2_growth_rate,yearly_3_growth_rate,ytd_growth_rate,since_inception_growth_rate,custom_growth_rate,fee_rate,is_checked,update_time
62277,5085,016570,嘉实价值丰润混合A,2026-01-29,1.3624,1.3624,-0.02,5.85,15.91,11.35,25.43,38.12,50.91,24.25,15.06,36.24,39.3474,0.15,0,2026-01-30 11:46:42
62278,5086,470068,汇添富深证300ETF联接A,2026-01-29,1.9728,1.9728,-0.26,-0.19,4.38,2.38,24.22,38.09,64.43,19.41,4.67,97.28,38.3353,0.1,0,2026-01-30 11:46:42
62279,5087,005494,鑫元价值精选混合C,2026-01-29,1.415,1.415,1.3,1.99,13.78,10.8,20.24,38.09,69.28,38.08,10.7,41.5,36.5171,0.0,0,2026-01-30 11:46:42
62280,5088,019094,金鹰中小盘精选混合C,2026-01-29,1.4046,1.4236,-0.09,1.29,14.37,9.26,23.87,38.09,84.23,,14.16,68.07,36.0104,0.0,0,2026-01-30 11:46:42
62281,5089,018434,嘉实均衡配置混合,2026-01-29,1.3084,1.3084,-0.54,1.64,11.53,11.38,21.82,38.09,49.77,,11.45,30.84,38.896,0.15,0,2026-01-30 11:46:42
62282,5090,011870,前海开源国家比较优势混合C,2026-01-29,0.689,0.689,2.07,9.71,17.18,17.98,34.83,38.08,42.06,-5.75,16.19,-31.1,40.0407,0.0,0,2026-01-30 11:46:42
62283,5091,011330,鹏华精选群英一年持有混合MOM,2026-01-29,1.1716,1.1716,-1.42,-0.04,6.19,3.34,22.74,38.08,67.73,33.44,6.37,17.16,36.4229,0.12,0,2026-01-30 11:46:42
62284,5092,015356,西部利得新润混合C,2026-01-29,2.183,2.183,-0.64,0.05,4.65,6.7,18.38,38.08,79.08,34.84,4.15,35.59,37.382,0.0,0,2026-01-30 11:46:42
62285,5093,015601,宏利行业精选混合C,2026-01-29,9.3805,9.3805,-0.61,-0.85,5.69,6.3,25.46,38.08,55.93,21.01,5.41,29.63,39.6698,0.0,0,2026-01-30 11:46:42
62286,5094,340007,兴全社会责任混合,2026-01-29,3.946,4.136,-1.23,-0.38,6.56,3.9,33.04,38.07,45.23,-13.64,6.1,347.55,38.9437,0.15,0,2026-01-30 11:46:42
62287,5095,012809,鹏华中证沪港深科技龙头指数(LOF)C,2026-01-29,1.1242,1.1242,-0.68,-0.18,3.99,-3.29,13.33,38.07,90.64,40.67,4.13,12.42,32.0569,0.0,0,2026-01-30 11:46:42
62288,5096,014139,易方达高质量增长量化精选股票A,2026-01-29,1.0354,1.0354,-0.27,0.37,3.45,1.12,17.71,38.07,61.71,0.0,4.7,3.54,36.6324,0.15,0,2026-01-30 11:46:42
62289,5097,015613,华宝多策略增长C,2026-01-29,0.5607,0.5607,-0.6,0.7,5.75,8.35,38.65,38.07,54.21,6.03,4.3,7.97,40.4207,0.0,0,2026-01-30 11:46:42
62290,5098,000063,长盛电子信息主题灵活配置混合,2026-01-29,2.053,2.053,-0.87,-0.44,22.35,15.79,40.14,38.06,59.27,24.58,19.5,105.3,45.7062,0.15,0,2026-01-30 11:46:42
62291,5099,005453,前海开源医疗健康A,2026-01-29,1.1681,1.1681,-0.26,-2.66,2.94,-7.97,-14.49,38.06,26.95,-21.86,4.08,16.8,38.3022,0.15,0,2026-01-30 11:46:42
62292,5100,010181,兴业优势产业混合A,2026-01-29,1.1756,1.1756,-1.78,0.25,6.16,2.45,35.84,38.06,63.73,28.55,6.01,17.56,39.3717,0.15,0,2026-01-30 11:46:42
62293,5101,008860,民生加银龙头优选股票A,2026-01-29,1.3314,1.3314,1.73,5.89,9.48,10.48,25.14,38.05,59.77,18.36,8.01,33.14,38.3273,0.15,0,2026-01-30 11:46:42
62294,5102,010736,易方达沪深300指数增强A,2026-01-29,1.0602,1.0602,-0.63,0.12,2.1,-1.32,22.42,38.05,68.63,31.21,3.35,6.02,40.7221,0.15,0,2026-01-30 11:46:42
62295,5103,519702,交银趋势混合A,2026-01-29,5.6331,6.4161,1.01,1.9,10.78,10.44,23.13,38.04,45.61,27.72,10.15,769.96,39.2195,0.15,0,2026-01-30 11:46:42
62296,5104,007178,浙商中华预期高股息A,2026-01-29,1.4465,1.4465,1.22,2.97,5.75,4.83,9.62,38.04,49.54,23.07,6.13,44.65,39.4082,0.12,0,2026-01-30 11:46:42
62297,5105,007388,摩根研究驱动股票A,2026-01-29,1.2748,1.2748,-1.11,-0.09,9.4,7.84,24.91,38.04,56.13,20.07,9.37,27.48,40.7841,0.15,0,2026-01-30 11:46:42
62298,5106,011868,中信建投远见回报混合A,2026-01-29,1.0117,1.0117,-0.7,-0.26,5.4,4.64,12.35,38.04,44.61,24.5,5.69,1.17,37.3473,0.15,0,2026-01-30 11:46:42
62299,5107,005263,鑫元欣享灵活配置混合C,2026-01-29,1.4528,1.8878,-1.47,-3.23,3.55,2.92,24.32,38.03,63.59,11.38,3.18,104.51,39.8806,0.0,0,2026-01-30 11:46:42
62300,5108,970184,招商资管核心优势混合A,2026-01-29,1.3766,1.3766,-1.43,0.8,8.37,8.16,30.74,38.03,54.33,19.67,8.95,37.66,39.177,0.15,0,2026-01-30 11:46:42
62301,5109,020646,南方智弘混合C,2026-01-29,1.6083,1.6083,-1.11,-0.97,11.36,6.81,16.27,38.03,,,9.92,60.83,35.928,0.0,0,2026-01-30 11:46:42
62302,5110,007812,淳厚信泽混合C,2026-01-29,2.526,2.526,-1.98,1.88,20.38,12.53,18.92,38.01,77.16,50.03,20.77,152.6,39.6043,0.0,0,2026-01-30 11:46:42
62303,5111,010120,九泰久福量化股票A,2026-01-29,0.9826,0.9826,-1.95,-0.17,11.09,9.25,28.7,38.01,62.04,25.8,11.2,-1.74,38.6482,0.12,0,2026-01-30 11:46:42
62304,5112,016518,华泰紫金创新成长混合发起C,2026-01-29,1.2265,1.2265,-0.51,0.68,4.06,0.51,13.01,38.0,50.38,12.68,5.41,22.65,39.5653,0.0,0,2026-01-30 11:46:42
62305,5113,020983,博时国证消费电子主题指数发起式A,2026-01-29,1.7975,1.7975,-2.71,-2.44,5.41,-1.65,30.87,37.99,,,5.26,79.75,36.3705,0.1,0,2026-01-30 11:46:42
62306,5114,017506,明亚中证1000指数增强C,2026-01-29,1.3094,1.3094,-0.71,-0.36,7.94,5.9,15.38,37.98,55.7,,7.67,30.94,37.7156,0.0,0,2026-01-30 11:46:42
62307,5115,018281,山证资管创新成长混合发起式A,2026-01-29,1.572,1.572,-1.31,0.11,2.94,-4.78,21.01,37.98,74.41,,3.26,57.2,37.6532,0.15,0,2026-01-30 11:46:42
62308,5116,017848,东方红先进制造混合A,2026-01-29,1.3091,1.3091,-1.08,2.07,13.03,7.15,29.05,37.97,46.79,,12.98,30.91,36.2936,1.5,0,2026-01-30 11:46:42
62309,5117,009029,工银高质量成长混合A,2026-01-29,1.2005,1.2005,0.85,2.13,6.13,-1.39,13.54,37.96,57.42,13.37,6.38,20.05,35.4966,0.15,0,2026-01-30 11:46:42
62310,5118,000082,嘉实研究阿尔法股票A,2026-01-29,2.301,3.136,0.09,0.66,6.68,5.55,23.51,37.95,60.13,25.46,6.82,349.63,39.1173,0.15,0,2026-01-30 11:46:42
62311,5119,000586,景顺长城中小创精选股票A,2026-01-29,2.974,3.546,-2.75,-0.03,9.74,5.01,30.9,37.94,56.69,41.63,10.48,272.48,38.8422,0.15,0,2026-01-30 11:46:42
62312,5120,003293,易方达科瑞混合,2026-01-29,2.3255,5.8325,-0.61,-0.06,6.46,5.43,25.49,37.94,41.17,11.36,6.7,169.75,40.0904,0.15,0,2026-01-30 11:46:42
62313,5121,017994,方正富邦远见成长混合C,2026-01-29,1.3849,1.3849,-3.61,-10.55,5.45,4.47,31.51,37.92,66.49,,-2.3,38.49,35.3102,0.0,0,2026-01-30 11:46:42
62314,5122,002134,广发鑫裕混合A,2026-01-29,1.8048,2.1547,1.32,2.98,8.1,11.37,25.81,37.91,57.05,39.69,7.28,131.22,38.5749,0.12,0,2026-01-30 11:46:42
62315,5123,005454,前海开源医疗健康C,2026-01-29,1.1587,1.1587,-0.27,-2.66,2.92,-7.99,-14.54,37.91,26.68,-22.11,4.07,15.86,38.1543,0.0,0,2026-01-30 11:46:42
62316,5124,013516,汇添富蓝筹稳健混合E,2026-01-29,3.332,3.332,-0.57,1.8,6.35,6.59,32.75,37.91,48.62,11.4,6.42,-3.34,39.6479,0.0,0,2026-01-30 11:46:42
62317,5125,019811,华夏养老2055五年持有混合(FOF)Y,2026-01-27,0.9288,0.9288,0.26,3.49,8.8,8.82,25.89,37.91,32.97,,9.59,20.47,,0.0,0,2026-01-30 11:46:42
62318,5126,011328,景顺长城新能源产业股票A,2026-01-29,1.5038,1.5038,-1.85,0.89,8.31,0.4,19.25,37.9,83.91,20.72,8.73,50.38,38.932,0.15,0,2026-01-30 11:46:42
62319,5127,017493,东方红新动力混合C,2026-01-29,6.178,6.178,-0.32,0.5,8.16,7.54,21.16,37.9,70.62,57.28,8.12,60.97,37.9634,0.0,0,2026-01-30 11:46:42
62320,5128,202107,南方广利回报债券C,2026-01-29,2.1477,2.3647,-1.31,-0.26,7.45,10.6,22.9,37.89,53.08,34.32,7.76,152.95,37.7879,0.0,0,2026-01-30 11:46:42
62321,5129,015963,汇安品质优选混合A,2026-01-29,0.9174,0.9174,-1.25,0.05,11.13,6.71,20.16,37.89,34.24,-9.48,11.03,-8.26,37.8512,0.15,0,2026-01-30 11:46:42
62322,5130,161118,易方达中小企业100(LOF)A,2026-01-29,1.554,1.554,-0.86,-1.73,4.57,3.21,23.22,37.88,65.85,16.85,4.51,101.89,37.4491,0.12,0,2026-01-30 11:46:42
62323,5131,012755,鹏华内地低碳联接C,2026-01-29,0.8376,0.8376,-0.73,-0.2,1.07,-3.62,28.39,37.88,49.36,-5.95,2.4,-16.24,39.0207,0.0,0,2026-01-30 11:46:42
62324,5132,023098,安信消费医药股票C,2026-01-29,1.4572,1.4572,-1.06,1.67,5.92,2.64,8.89,37.87,,,7.15,33.09,38.3724,0.0,0,2026-01-30 11:46:42
62325,5133,016220,华夏聚锐优选三个月持有混合(FOF)C,2026-01-27,1.3046,1.3046,0.25,1.87,6.16,7.68,19.79,37.86,56.5,,7.01,30.46,,0.0,0,2026-01-30 11:46:42
62326,5134,009223,宝盈现代服务业混合A,2026-01-29,1.0849,1.0849,-1.02,-0.89,-2.84,-6.54,-15.09,37.85,54.02,20.44,-0.86,8.49,38.4861,0.15,0,2026-01-30 11:46:42
62327,5135,163111,申万菱信中小企业100指数(LOF)A,2026-01-29,1.5439,2.3428,-0.85,-1.71,4.58,3.3,22.9,37.85,64.21,14.83,4.52,109.5,37.321,0.12,0,2026-01-30 11:46:42
62328,5136,014918,汇丰晋信时代先锋混合C,2026-01-29,0.9011,0.9011,0.33,4.85,6.53,-4.22,8.7,37.85,44.62,-13.67,9.44,-9.89,36.1384,0.0,0,2026-01-30 11:46:42
62329,5137,008253,华宝致远混合(QDII)A,2026-01-28,1.4968,1.4968,1.84,3.53,10.21,9.02,26.92,37.84,69.65,57.24,12.45,49.68,,0.15,0,2026-01-30 11:46:42
62330,5138,310368,申万菱信竞争优势混合A,2026-01-29,2.3184,3.3344,0.95,4.01,11.5,10.47,25.37,37.84,61.75,-10.65,10.81,374.69,38.4533,0.15,0,2026-01-30 11:46:42
62331,5139,017071,申万菱信全球新能源股票型发起式(QDII)A,2026-01-28,1.5181,1.5181,2.22,3.74,12.26,8.47,19.35,37.83,51.67,,15.11,51.81,,0.1,0,2026-01-30 11:46:42
62332,5140,011825,浙商汇金量化臻选股票C,2026-01-29,1.2411,1.2411,-0.74,0.43,8.75,6.39,16.95,37.82,72.83,44.7,8.6,24.11,37.7317,0.0,0,2026-01-30 11:46:42
62333,5141,021525,天弘匠心臻选混合发起C,2026-01-29,1.4007,1.4007,-0.91,1.05,6.25,0.29,13.3,37.81,,,6.65,40.07,37.688,0.0,0,2026-01-30 11:46:42
62334,5142,007854,光大保德信景气先锋混合A,2026-01-29,2.2659,2.2659,-1.62,-2.3,11.81,6.06,26.55,37.8,97.4,28.63,9.84,126.59,30.7954,0.15,0,2026-01-30 11:46:42
62335,5143,009983,永赢港股通品质生活慧选混合A,2026-01-29,0.891,0.891,0.83,1.24,6.81,2.53,-0.96,37.78,51.22,11.82,7.3,-10.9,38.2253,0.15,0,2026-01-30 11:46:42
62336,5144,009955,广发鑫裕混合C,2026-01-29,1.7932,2.142,1.32,2.98,8.09,11.34,25.76,37.78,56.73,39.26,7.27,54.78,38.4497,0.0,0,2026-01-30 11:46:42
62337,5145,240013,华宝增强收益债券B,2026-01-29,1.768,2.148,-1.02,0.5,9.77,11.93,20.09,37.77,63.79,37.74,9.76,140.36,37.1925,0.0,0,2026-01-30 11:46:42
62338,5146,013620,华安媒体互联网混合C,2026-01-29,4.107,4.107,0.46,0.2,6.29,0.39,22.34,37.77,83.59,38.66,5.31,36.58,37.8651,0.0,0,2026-01-30 11:46:42
62339,5147,018861,景顺长城量化港股通股票C,2026-01-29,1.2223,1.2223,0.61,3.91,8.34,4.35,9.27,37.77,60.07,,8.52,41.68,35.6604,0.0,0,2026-01-30 11:46:42
62340,5148,021028,太平医疗创新混合发起式C,2026-01-29,1.3095,1.3095,-0.39,-1.53,2.83,-3.92,-11.12,37.77,,,4.29,30.95,37.3505,0.0,0,2026-01-30 11:46:42
62341,5149,011329,景顺长城新能源产业股票C,2026-01-29,1.4963,1.4963,-1.84,0.89,8.3,0.38,19.18,37.76,83.55,20.35,8.73,49.63,38.7905,0.0,0,2026-01-30 11:46:42
62342,5150,019009,东方红远见领航混合发起C,2026-01-29,1.3028,1.3028,-1.02,-1.08,7.4,6.72,20.36,37.75,40.18,,7.4,30.28,37.775,0.0,0,2026-01-30 11:46:42
62343,5151,014569,华夏聚盛优选一年持有混合(FOF)C,2026-01-27,0.9814,0.9814,0.26,3.72,9.23,9.91,26.89,37.74,28.47,1.28,10.18,-1.86,,0.0,0,2026-01-30 11:46:42
62344,5152,011601,前海开源公共卫生股票A,2026-01-29,0.426,0.426,-0.28,-2.74,2.23,-8.88,-15.56,37.73,26.45,-21.4,3.47,-57.4,37.9981,0.15,0,2026-01-30 11:46:42
62345,5153,162107,金鹰先进制造股票(LOF)A,2026-01-29,0.8547,0.8547,-2.16,-3.75,9.17,14.86,15.19,37.72,52.33,0.21,8.31,37.88,36.6864,0.15,0,2026-01-30 11:46:42
62346,5154,004221,长信量化先锋混合C,2026-01-29,1.822,2.122,-1.41,-0.65,8.26,5.07,19.87,37.72,59.27,25.57,8.39,7.27,38.4498,0.0,0,2026-01-30 11:46:42
62347,5155,013917,国联成长先锋一年持有混合C,2026-01-29,1.0099,1.0099,-1.8,1.22,10.25,5.67,29.94,37.72,53.64,5.78,10.99,0.99,38.9325,0.0,0,2026-01-30 11:46:42
62348,5156,014142,大成新能源混合发起式C,2026-01-29,1.2301,1.2301,-1.47,-1.39,3.4,-1.07,29.38,37.72,60.0,16.76,3.29,23.01,40.2463,0.0,0,2026-01-30 11:46:42
62349,5157,012434,银华多元回报一年持有期混合,2026-01-29,0.9626,0.9626,-0.49,1.27,8.74,7.43,21.51,37.71,59.74,16.44,8.61,-3.74,37.9083,0.15,0,2026-01-30 11:46:42
62350,5158,020984,博时国证消费电子主题指数发起式C,2026-01-29,1.7911,1.7911,-2.71,-2.45,5.38,-1.7,30.74,37.71,,,5.24,79.11,36.1018,0.0,0,2026-01-30 11:46:42
62351,5159,023055,富国上证科创板50成份ETF联接A,2026-01-29,1.3771,1.3771,-2.81,-1.97,11.51,1.83,40.26,37.7,,,11.65,37.71,,0.12,0,2026-01-30 11:46:42
62352,5160,012119,工银核心优势混合A,2026-01-29,1.0019,1.0019,-1.12,-0.92,0.88,-2.23,25.3,37.66,62.88,16.73,1.46,0.19,39.9497,0.15,0,2026-01-30 11:46:42
62353,5161,012840,东方红智华三年持有混合C,2026-01-29,1.0211,1.0211,-0.33,1.02,8.37,7.77,22.11,37.65,68.67,24.77,8.72,2.11,37.6146,0.0,0,2026-01-30 11:46:42
62354,5162,017072,申万菱信全球新能源股票型发起式(QDII)C,2026-01-28,1.5114,1.5114,2.23,3.73,12.23,8.4,19.21,37.65,51.06,,15.08,51.14,,0.0,0,2026-01-30 11:46:42
62355,5163,012844,工银瑞信恒兴6个月持有混合A,2026-01-29,0.9803,0.9803,-1.32,-2.91,-3.1,-7.57,22.83,37.64,72.16,20.08,-3.0,-1.97,40.4844,0.15,0,2026-01-30 11:46:42
62356,5164,010737,易方达沪深300指数增强C,2026-01-29,1.0438,1.0438,-0.63,0.12,2.08,-1.39,22.24,37.63,67.57,29.99,3.34,4.38,40.3334,0.0,0,2026-01-30 11:46:42
62357,5165,000167,广发聚优灵活配置混合A,2026-01-29,2.663,2.873,-0.26,1.25,5.97,8.47,28.96,37.62,45.36,16.54,4.55,212.59,40.3056,0.15,0,2026-01-30 11:46:42
62358,5166,021072,华夏中证智选500成长创新策略ETF发起式联接A,2026-01-29,1.5156,1.5156,-1.39,0.57,10.94,9.48,24.84,37.62,,,10.87,51.56,38.0957,0.12,0,2026-01-30 11:46:42
62359,5167,011550,湘财创新成长一年持有期混合A,2026-01-29,0.8017,0.8017,-1.73,-0.37,11.46,9.21,25.29,37.61,46.0,-1.92,12.03,-19.83,32.5124,0.15,0,2026-01-30 11:46:42
62360,5168,014405,中欧多元价值三年持有混合C,2026-01-29,1.0866,1.0866,0.32,-0.46,-0.66,-1.82,10.72,37.61,76.63,7.08,-0.54,8.66,39.5044,0.0,0,2026-01-30 11:46:42
62361,5169,015033,国联医药消费混合C,2026-01-29,0.9443,0.9443,1.04,-0.52,0.55,-5.11,-12.48,37.61,28.62,-10.71,1.94,-5.57,38.5823,0.0,0,2026-01-30 11:46:42
62362,5170,014333,工银优势领航混合A,2026-01-29,1.0556,1.0556,-0.77,0.5,7.0,0.46,23.3,37.61,47.12,4.42,7.63,5.56,38.0772,0.15,0,2026-01-30 11:46:42
62363,5171,015892,富国上证50基本面精选股票发起式C,2026-01-29,1.3083,1.3083,0.94,4.07,9.48,8.55,26.1,37.61,58.7,20.37,8.58,30.83,40.15,0.0,0,2026-01-30 11:46:42
62364,5172,017697,华夏新材料龙头混合发起式A,2026-01-29,0.9844,0.9844,-2.34,0.15,6.74,12.25,34.02,37.6,43.79,,10.46,-1.56,38.7065,0.15,0,2026-01-30 11:46:42
62365,5173,005659,南方恒生指数ETF联接C,2026-01-29,1.2669,1.2669,0.6,4.62,7.78,4.47,8.11,37.59,78.71,39.76,8.05,14.6,34.7049,0.0,0,2026-01-30 11:46:42
62366,5174,016061,长城环保主题混合C,2026-01-29,2.1313,2.5284,-2.37,-2.91,3.15,1.1,31.68,37.59,54.63,-1.74,4.09,-9.86,35.8641,0.0,0,2026-01-30 11:46:42
62367,5175,011132,鹏扬沪深300质量成长低波动A,2026-01-29,1.3852,1.3852,1.68,4.66,9.25,8.94,23.1,37.58,61.92,35.0,8.26,38.52,39.1741,0.12,0,2026-01-30 11:46:42
62368,5176,020875,中欧量化驱动混合C,2026-01-29,1.5683,1.5683,-0.67,0.67,8.41,8.08,19.93,37.58,,,8.82,53.11,38.1275,0.0,0,2026-01-30 11:46:42
62369,5177,161124,易方达香港小型股指数A,2026-01-29,1.2035,1.2035,0.44,1.07,8.02,0.94,2.5,37.57,52.57,4.31,8.53,20.35,36.4822,0.12,0,2026-01-30 11:46:42
62370,5178,007137,鹏扬元合量化大盘A,2026-01-29,1.5687,1.8427,0.31,1.33,6.71,6.09,23.9,37.57,55.69,26.94,6.94,93.07,39.5392,0.15,0,2026-01-30 11:46:42
62371,5179,000433,安信鑫发优选混合A,2026-01-29,2.7994,2.7994,1.73,3.78,10.87,9.7,24.75,37.57,53.83,34.44,11.01,179.94,38.0647,0.1,0,2026-01-30 11:46:42
62372,5180,020405,国泰中证油气产业ETF发起联接A,2026-01-29,1.4508,1.4508,1.24,5.59,16.72,25.14,33.53,37.57,44.57,,16.21,45.08,38.9389,0.1,0,2026-01-30 11:46:42
62373,5181,001113,南方大数据100A,2026-01-29,0.9873,0.9873,-0.91,-0.42,9.31,10.1,20.77,37.56,53.43,4.66,9.52,-1.27,39.2132,0.12,0,2026-01-30 11:46:42
62374,5182,011682,汇添富均衡精选六个月持有混合C,2026-01-29,1.2206,1.2206,-0.48,-0.25,6.99,4.08,14.79,37.56,79.58,35.02,6.9,22.06,36.1213,0.0,0,2026-01-30 11:46:42
62375,5183,007216,浙商中华预期高股息C,2026-01-29,1.4154,1.4154,1.23,2.96,5.71,4.74,9.43,37.55,48.47,21.75,6.09,41.54,38.9282,0.0,0,2026-01-30 11:46:42
62376,5184,018058,汇添富深证300ETF联接C,2026-01-29,1.9504,1.9504,-0.26,-0.2,4.34,2.28,23.98,37.55,63.13,,4.64,22.92,37.7985,0.0,0,2026-01-30 11:46:42
62377,5185,008063,汇添富大盘核心资产混合A,2026-01-29,1.258,1.258,0.37,3.68,8.34,1.48,14.54,37.53,54.34,6.75,8.72,25.8,34.8772,0.15,0,2026-01-30 11:46:42
62378,5186,017608,汇添富远景成长一年持有混合A,2026-01-29,1.4615,1.4615,-1.1,2.08,10.18,5.08,21.19,37.53,54.51,,10.58,46.15,35.6632,0.15,0,2026-01-30 11:46:42
62379,5187,022358,民生加银龙头优选股票C,2026-01-29,1.3251,1.3251,1.74,5.87,9.46,10.39,24.9,37.53,,,7.99,31.48,37.8159,0.0,0,2026-01-30 11:46:42
62380,5188,011652,招商港股通核心精选股票C,2026-01-29,0.9651,0.9651,0.43,5.85,13.53,7.15,10.25,37.52,71.76,18.5,14.82,-3.49,32.751,0.0,0,2026-01-30 11:46:42
62381,5189,004813,中欧先进制造股票C,2026-01-29,2.783,2.783,-1.98,-1.68,0.84,-6.86,27.65,37.51,58.47,-1.15,1.33,178.3,37.2288,0.0,0,2026-01-30 11:46:42
62382,5190,010376,国金鑫悦经济新动能C,2026-01-29,1.1217,1.1217,-2.7,1.36,19.2,18.94,39.38,37.51,78.76,21.2,19.2,12.17,37.5644,0.0,0,2026-01-30 11:46:42
62383,5191,011924,嘉实港股互联网产业核心资产A,2026-01-29,0.8893,0.8893,-0.21,2.15,12.38,-4.52,1.56,37.51,92.86,13.26,11.52,-11.07,30.4341,0.15,0,2026-01-30 11:46:42
62384,5192,011869,中信建投远见回报混合C,2026-01-29,0.9937,0.9937,-0.7,-0.27,5.37,4.53,12.12,37.5,43.45,23.0,5.66,-0.63,36.8167,0.0,0,2026-01-30 11:46:42
62385,5193,022674,中欧中证A500指数增强A,2026-01-29,1.3282,1.349,-0.14,0.43,4.91,4.57,22.22,37.5,,,4.98,35.55,,0.15,0,2026-01-30 11:46:42
62386,5194,011875,博时先进制造混合C,2026-01-29,0.9805,0.9805,-0.88,-0.8,5.9,7.95,27.16,37.48,55.29,21.59,6.66,-1.95,38.0986,0.0,0,2026-01-30 11:46:42
62387,5195,970185,招商资管核心优势混合C,2026-01-29,1.297,1.297,-1.43,0.8,8.33,8.06,30.47,37.48,53.07,18.22,8.92,29.7,38.6276,0.0,0,2026-01-30 11:46:42
62388,5196,009991,华泰柏瑞品质优选C,2026-01-29,0.9534,0.9534,-1.19,4.15,17.14,15.66,28.02,37.46,66.47,20.11,16.67,-4.66,38.2541,0.0,0,2026-01-30 11:46:42
62389,5197,012872,易方达中小企业100(LOF)C,2026-01-29,1.5334,1.5334,-0.86,-1.74,4.54,3.13,23.04,37.46,64.86,15.81,4.49,-5.18,37.0453,0.0,0,2026-01-30 11:46:42
62390,5198,000199,国泰量化策略收益混合A,2026-01-29,1.8389,2.4312,-1.01,-0.65,6.05,4.68,19.16,37.46,60.03,31.44,5.93,156.6,38.3984,0.12,0,2026-01-30 11:46:42
62391,5199,161036,富国中证娱乐主题指数增强(LOF)A,2026-01-29,0.9111,0.9111,3.04,1.74,17.65,16.64,23.01,37.44,52.97,39.33,15.14,-8.89,35.3387,0.12,0,2026-01-30 11:46:42
62392,5200,007799,申万菱信中小企业100指数(LOF)C,2026-01-29,1.7297,1.7297,-0.85,-1.71,4.56,3.22,22.72,37.43,63.23,13.8,4.49,72.97,36.93,0.0,0,2026-01-30 11:46:42
62393,5201,023056,富国上证科创板50成份ETF联接C,2026-01-29,1.3744,1.3744,-2.81,-1.97,11.49,1.79,40.13,37.43,,,11.64,37.44,,0.0,0,2026-01-30 11:46:42
62394,5202,550002,中信保诚精萃成长混合A,2026-01-29,1.0047,4.2964,-0.8,-0.34,6.1,4.58,25.37,37.42,59.5,9.64,6.39,841.63,37.4043,0.15,0,2026-01-30 11:46:42
62395,5203,233010,大摩深证300指数增强,2026-01-29,2.369,2.369,-0.8,-0.92,5.34,4.68,25.88,37.41,63.27,24.16,5.43,136.9,38.0536,0.12,0,2026-01-30 11:46:42
62396,5204,012214,民生加银核心资产股票A,2026-01-29,0.8925,0.8925,0.98,5.55,11.63,13.56,22.43,37.41,54.87,12.99,10.77,-10.75,37.7315,0.15,0,2026-01-30 11:46:42
62397,5205,012225,嘉实优势精选混合A,2026-01-29,1.1226,1.1226,1.02,3.02,8.45,8.8,16.93,37.39,68.79,25.51,7.61,12.26,37.7254,0.15,0,2026-01-30 11:46:42
62398,5206,164905,交银国证新能源指数(LOF)A,2026-01-29,1.2221,1.2835,-1.26,-0.1,1.11,-4.39,25.87,37.38,57.81,-6.01,2.01,28.35,37.5774,0.12,0,2026-01-30 11:46:42
62399,5207,014070,汇添富均衡增长三个月持有混合(FOF)A,2026-01-27,1.1904,1.1904,0.56,2.82,7.04,6.75,24.61,37.38,49.79,21.71,8.59,19.04,,0.12,0,2026-01-30 11:46:42
62400,5208,005517,富国新趋势灵活配置混合A,2026-01-29,1.1859,1.1859,2.31,2.91,9.3,7.86,17.59,37.37,58.88,9.93,9.7,18.59,38.475,0.12,0,2026-01-30 11:46:42
62401,5209,001915,宝盈医疗健康沪港深股票A,2026-01-29,1.915,1.991,-0.98,-0.88,-0.88,-8.24,-20.01,37.37,39.17,14.66,1.48,100.88,39.6791,0.15,0,2026-01-30 11:46:42
62402,5210,005281,中科沃土转型升级混合A,2026-01-29,1.3041,1.3041,-1.44,-2.42,2.77,1.53,35.35,37.36,71.52,21.24,3.22,30.41,39.9099,0.15,0,2026-01-30 11:46:42
62403,5211,014702,中欧量化动能混合C,2026-01-29,1.1864,1.1864,-0.47,0.16,9.4,9.76,22.89,37.36,59.89,23.19,9.54,18.64,38.0659,0.0,0,2026-01-30 11:46:42
62404,5212,016294,华安宏利混合C,2026-01-29,6.7212,6.7212,-1.4,5.25,14.07,9.93,28.91,37.36,26.43,-6.49,13.75,-18.65,33.8538,0.0,0,2026-01-30 11:46:42
62405,5213,000948,华夏沪港通恒生ETF联接A,2026-01-29,1.5983,1.5983,0.57,4.55,7.88,4.61,8.27,37.35,78.72,44.59,8.14,59.83,34.5937,0.12,0,2026-01-30 11:46:42
62406,5214,010724,中欧价值成长混合C,2026-01-29,0.8336,0.8336,-0.14,0.3,4.53,4.03,21.2,37.35,50.31,11.24,4.62,-16.64,37.4897,0.0,0,2026-01-30 11:46:42
62407,5215,010121,九泰久福量化股票C,2026-01-29,0.9582,0.9582,-1.94,-0.18,11.06,9.12,28.39,37.34,60.45,23.93,11.16,-4.18,37.9698,0.0,0,2026-01-30 11:46:42
62408,5216,018300,华夏消费电子ETF联接A,2026-01-29,1.6997,1.6997,-2.7,-2.5,5.24,-1.78,31.05,37.33,95.53,,5.06,69.97,35.7154,0.1,0,2026-01-30 11:46:42
